case_id,trial_uid,n,k,rate,family,snr_db,true_slip_prob,model_slip_prob,forced_location_fraction,two_slip_fraction,phase_innovation_std_deg,phase_initial_std_deg,assumed_noise_offset_db,true_state_label,model_contains_true_path,state_hypothesis_count,code_replicate,trial_index,transmitted_int,decoder,decoded_correct,decoded_int,success,certified,cap_hit,stop_reason,components_generated,membership_queries,latent_hypotheses_available,latent_queues_touched,valid_codewords,unique_candidates,complete_marginal_candidates,state_word_metric_evals,bit_metric_accumulations,osd_reprocessings,preprocessing_state_metrics,wall_seconds,queue_touch_fraction
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t12,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,12,9694474834622533571,ls_list_marginal_L8,True,9694474834622533571,True,False,False,valid_list_complete,20000,18419,63,63,9,8,8,504,32256,0,126,0.30915367999114096,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t12,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,12,9694474834622533571,latent_osd_batch_o2_s63,True,9694474834622533571,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2586,2586,2586,162918,10426752,3528,63,1.2374793810304254,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t12,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,12,9694474834622533571,plain_osd_batch_o2,True,9694474834622533571,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.018466518027707934,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t12,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,12,9694474834622533571,lsgrand_certified_v1_bound,True,9694474834622533571,True,True,False,strict_unseen_codeword_certificate,960,960,63,63,1,1,0,960,61440,0,63,0.021999299060553312,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t13,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,13,2698238301857357059,ls_first_valid,True,2698238301857357059,True,False,False,valid_list_complete,5,5,63,1,1,1,0,0,0,0,63,0.003009299049153924,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t13,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,13,2698238301857357059,ls_list_marginal_L2,True,2698238301857357059,True,False,False,valid_list_complete,36,36,63,1,2,2,2,126,8064,0,126,0.0044887050753459334,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t13,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,13,2698238301857357059,ls_list_marginal_L4,True,2698238301857357059,True,False,False,valid_list_complete,2283,2211,63,63,4,4,4,252,16128,0,126,0.04044596501626074,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t13,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,13,2698238301857357059,ls_list_marginal_L8,True,2698238301857357059,True,False,False,valid_list_complete,7356,7016,63,63,8,8,8,504,32256,0,126,0.1262259940849617,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t13,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,13,2698238301857357059,latent_osd_batch_o2_s63,True,2698238301857357059,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2795,2795,2795,176085,11269440,3528,63,1.3923340709879994,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t13,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,13,2698238301857357059,plain_osd_batch_o2,True,2698238301857357059,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.027344885980710387,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t13,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,13,2698238301857357059,lsgrand_certified_v1_bound,True,2698238301857357059,True,True,False,strict_unseen_codeword_certificate,64,64,63,28,2,2,0,64,4096,0,63,0.0038793650455772877,0.4444444444444444
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t14,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,14,1120155318583868023,ls_first_valid,True,1120155318583868023,True,False,False,valid_list_complete,1,1,63,1,1,1,0,0,0,0,63,0.0022876280127093196,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t14,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,14,1120155318583868023,ls_list_marginal_L2,True,1120155318583868023,True,False,False,valid_list_complete,307,303,63,63,2,2,2,126,8064,0,126,0.008035221952013671,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t14,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,14,1120155318583868023,ls_list_marginal_L4,True,1120155318583868023,True,False,False,valid_list_complete,491,481,63,63,4,4,4,252,16128,0,126,0.010330469929613173,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t14,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,14,1120155318583868023,ls_list_marginal_L8,True,1120155318583868023,True,False,False,valid_list_complete,928,906,63,63,9,8,8,504,32256,0,126,0.01658974203746766,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t14,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,14,1120155318583868023,latent_osd_batch_o2_s63,True,1120155318583868023,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2533,2533,2533,159579,10213056,3528,63,1.3392926659435034,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t14,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,14,1120155318583868023,plain_osd_batch_o2,True,1120155318583868023,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.01705505803693086,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t14,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,14,1120155318583868023,lsgrand_certified_v1_bound,True,1120155318583868023,True,True,False,strict_unseen_codeword_certificate,1,1,63,1,1,1,0,1,64,0,63,0.002076638047583401,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t15,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,15,11858742476390851101,ls_first_valid,True,11858742476390851101,True,False,False,valid_list_complete,5,5,63,1,1,1,0,0,0,0,63,0.00199627794791013,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t15,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,15,11858742476390851101,ls_list_marginal_L2,True,11858742476390851101,True,False,False,valid_list_complete,17,17,63,1,2,2,2,126,8064,0,126,0.003818728029727936,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t15,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,15,11858742476390851101,ls_list_marginal_L4,True,11858742476390851101,True,False,False,valid_list_complete,291,287,63,63,4,4,4,252,16128,0,126,0.005915278918109834,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t15,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,15,11858742476390851101,ls_list_marginal_L8,True,11858742476390851101,True,False,False,valid_list_complete,1433,1375,63,63,8,8,8,504,32256,0,126,0.01762261299882084,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t15,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,15,11858742476390851101,latent_osd_batch_o2_s63,True,11858742476390851101,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2677,2677,2677,168651,10793664,3528,63,1.167361024999991,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t15,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,15,11858742476390851101,plain_osd_batch_o2,True,11858742476390851101,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.015263342997059226,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t15,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,15,11858742476390851101,lsgrand_certified_v1_bound,True,11858742476390851101,True,True,False,strict_unseen_codeword_certificate,96,96,63,63,3,3,0,96,6144,0,63,0.0036748279817402363,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t16,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,16,9646525822442568174,ls_first_valid,True,9646525822442568174,True,False,False,valid_list_complete,2,2,63,1,1,1,0,0,0,0,63,0.0020786679815500975,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t16,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,16,9646525822442568174,ls_list_marginal_L2,True,9646525822442568174,True,False,False,valid_list_complete,29,29,63,1,2,2,2,126,8064,0,126,0.003715145052410662,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t16,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,16,9646525822442568174,ls_list_marginal_L4,True,9646525822442568174,True,False,False,valid_list_complete,935,883,63,63,4,4,4,252,16128,0,126,0.012837321031838655,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t16,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,16,9646525822442568174,ls_list_marginal_L8,True,9646525822442568174,True,False,False,valid_list_complete,2124,1996,63,63,9,8,8,504,32256,0,126,0.026438815984874964,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t16,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,16,9646525822442568174,latent_osd_batch_o2_s63,True,9646525822442568174,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2682,2682,2682,168966,10813824,3528,63,1.0638387670041993,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t16,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,16,9646525822442568174,plain_osd_batch_o2,True,9646525822442568174,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.02457294799387455,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t16,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,16,9646525822442568174,lsgrand_certified_v1_bound,True,9646525822442568174,True,True,False,strict_unseen_codeword_certificate,29,29,63,1,2,2,0,29,1856,0,63,0.004995835013687611,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t17,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,17,10969629481279796450,ls_first_valid,True,10969629481279796450,True,False,False,valid_list_complete,1,1,63,1,1,1,0,0,0,0,63,0.0024418950779363513,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t17,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,17,10969629481279796450,ls_list_marginal_L2,True,10969629481279796450,True,False,False,valid_list_complete,308,304,63,63,2,2,2,126,8064,0,126,0.006946969078853726,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t17,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,17,10969629481279796450,ls_list_marginal_L4,True,10969629481279796450,True,False,False,valid_list_complete,861,841,63,63,4,4,4,252,16128,0,126,0.012226001010276377,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t17,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,17,10969629481279796450,ls_list_marginal_L8,True,10969629481279796450,True,False,False,valid_list_complete,1745,1689,63,63,8,8,8,504,32256,0,126,0.022940714959986508,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t17,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,17,10969629481279796450,latent_osd_batch_o2_s63,True,10969629481279796450,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2597,2597,2597,163611,10471104,3528,63,1.0154407300287858,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t17,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,17,10969629481279796450,plain_osd_batch_o2,True,10969629481279796450,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.01517267501913011,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t17,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,17,10969629481279796450,lsgrand_certified_v1_bound,True,10969629481279796450,True,True,False,strict_unseen_codeword_certificate,1,1,63,1,1,1,0,1,64,0,63,0.002227807999588549,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t18,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,18,16085193057754005327,ls_first_valid,True,16085193057754005327,True,False,False,valid_list_complete,1,1,63,1,1,1,0,0,0,0,63,0.0016936729662120342,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t18,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,18,16085193057754005327,ls_list_marginal_L2,True,16085193057754005327,True,False,False,valid_list_complete,15,15,63,1,2,2,2,126,8064,0,126,0.0031095528975129128,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t18,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,18,16085193057754005327,ls_list_marginal_L4,True,16085193057754005327,True,False,False,valid_list_complete,1598,1512,63,63,4,4,4,252,16128,0,126,0.0193876379635185,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t18,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,18,16085193057754005327,ls_list_marginal_L8,True,16085193057754005327,True,False,False,valid_list_complete,3791,3546,63,63,8,8,8,504,32256,0,126,0.04390902502927929,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t18,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,18,16085193057754005327,latent_osd_batch_o2_s63,True,16085193057754005327,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2613,2613,2613,164619,10535616,3528,63,1.0208650690037757,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t18,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,18,16085193057754005327,plain_osd_batch_o2,True,16085193057754005327,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.017390869092196226,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t18,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,18,16085193057754005327,lsgrand_certified_v1_bound,True,16085193057754005327,True,True,False,strict_unseen_codeword_certificate,1,1,63,1,1,1,0,1,64,0,63,0.002211887971498072,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t19,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,19,17380388949777373554,ls_first_valid,True,17380388949777373554,True,False,False,valid_list_complete,1,1,63,1,1,1,0,0,0,0,63,0.003103081020526588,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t19,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,19,17380388949777373554,ls_list_marginal_L2,True,17380388949777373554,True,False,False,valid_list_complete,43,43,63,1,2,2,2,126,8064,0,126,0.007277834927663207,0.015873015873015872
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t19,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,19,17380388949777373554,ls_list_marginal_L4,True,17380388949777373554,True,False,False,valid_list_complete,216,214,63,63,4,4,4,252,16128,0,126,0.005784675013273954,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t19,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,19,17380388949777373554,ls_list_marginal_L8,True,17380388949777373554,True,False,False,valid_list_complete,1325,1277,63,63,8,8,8,504,32256,0,126,0.028511071926914155,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t19,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,19,17380388949777373554,latent_osd_batch_o2_s63,True,17380388949777373554,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2634,2634,2634,165942,10620288,3528,63,1.079562779981643,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t19,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,19,17380388949777373554,plain_osd_batch_o2,True,17380388949777373554,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.020308799925260246,1.0
PF64_SPARSE_MIX,PF64_SPARSE_MIX_c1_t19,64,48,0.75,sparse,7.0,0.1,0.1,,0.0,0.0,0.0,0.0,no_slip,True,63,1,19,17380388949777373554,lsgrand_certified_v1_bound,True,17380388949777373554,True,True,False,strict_unseen_codeword_certificate,1,1,63,1,1,1,0,1,64,0,63,0.0035000130301341414,0.015873015873015872
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t0,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,0,5669223163369933079,ls_first_valid,True,5669223163369933079,True,False,False,valid_list_complete,1,1,63,1,1,1,0,0,0,0,63,0.002465629018843174,0.015873015873015872
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t0,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,0,5669223163369933079,ls_list_marginal_L2,True,5669223163369933079,True,False,False,valid_list_complete,56353,50705,63,63,4,2,2,126,8064,0,126,0.7315560060087591,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t0,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,0,5669223163369933079,ls_list_marginal_L4,True,5669223163369933079,True,False,True,query_cap_before_list,60000,53930,63,63,4,2,2,126,8064,0,126,0.8494350760011002,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t0,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,0,5669223163369933079,ls_list_marginal_L8,True,5669223163369933079,True,False,True,query_cap_before_list,60000,53930,63,63,4,2,2,126,8064,0,126,0.939071455039084,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t0,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,0,5669223163369933079,latent_osd_batch_o2_s63,True,5669223163369933079,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2521,2521,2521,158823,10164672,3528,63,1.0414603009121493,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t0,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,0,5669223163369933079,plain_osd_batch_o2,True,5669223163369933079,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.014884085045196116,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t0,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,0,5669223163369933079,lsgrand_certified_v1_bound,True,5669223163369933079,True,True,False,strict_unseen_codeword_certificate,64,64,63,51,1,1,0,64,4096,0,63,0.0026575480587780476,0.8095238095238095
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t1,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,1,141206821287916021,ls_first_valid,True,141206821287916021,True,False,False,valid_list_complete,3,3,63,1,1,1,0,0,0,0,63,0.0018219419289380312,0.015873015873015872
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t1,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,1,141206821287916021,ls_list_marginal_L2,True,141206821287916021,True,False,True,query_cap_before_list,60000,54497,63,63,2,1,1,63,4032,0,126,0.7124703970039263,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t1,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,1,141206821287916021,ls_list_marginal_L4,True,141206821287916021,True,False,True,query_cap_before_list,60000,54497,63,63,2,1,1,63,4032,0,126,0.8234782080398872,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t1,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,1,141206821287916021,ls_list_marginal_L8,True,141206821287916021,True,False,True,query_cap_before_list,60000,54497,63,63,2,1,1,63,4032,0,126,0.7287893620086834,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t1,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,1,141206821287916021,latent_osd_batch_o2_s63,True,141206821287916021,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2607,2607,2607,164241,10511424,3528,63,1.2617996609769762,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t1,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,1,141206821287916021,plain_osd_batch_o2,True,141206821287916021,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.021494417916983366,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t1,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,1,141206821287916021,lsgrand_certified_v1_bound,True,141206821287916021,True,True,False,strict_unseen_codeword_certificate,160,160,63,63,1,1,0,160,10240,0,63,0.005363223026506603,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t2,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,2,8762247846848440574,ls_first_valid,True,8762247846848440574,True,False,False,valid_list_complete,1,1,63,1,1,1,0,0,0,0,63,0.0021534879924729466,0.015873015873015872
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t2,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,2,8762247846848440574,ls_list_marginal_L2,True,8762247846848440574,True,False,False,valid_list_complete,2721,2559,63,63,2,2,2,126,8064,0,126,0.04398399591445923,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t2,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,2,8762247846848440574,ls_list_marginal_L4,True,8762247846848440574,True,False,True,query_cap_before_list,60000,54023,63,63,4,3,3,189,12096,0,126,0.8031229570042342,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t2,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,2,8762247846848440574,ls_list_marginal_L8,True,8762247846848440574,True,False,True,query_cap_before_list,60000,54023,63,63,4,3,3,189,12096,0,126,0.7401185419876128,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t2,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,2,8762247846848440574,latent_osd_batch_o2_s63,True,8762247846848440574,True,False,False,best_marginal_in_osd_union,3528,0,63,63,2485,2485,2485,156555,10019520,3528,63,1.2733518009772524,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t2,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,2,8762247846848440574,plain_osd_batch_o2,True,8762247846848440574,True,False,False,best_marginal_in_osd_union,56,0,1,1,56,56,56,56,3584,56,1,0.019304633024148643,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t2,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,no_slip,True,63,0,2,8762247846848440574,lsgrand_certified_v1_bound,True,8762247846848440574,True,True,False,strict_unseen_codeword_certificate,32,32,63,14,1,1,0,32,2048,0,63,0.0025403390172868967,0.2222222222222222
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t3,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,slip_8_3,True,63,0,3,1821150198957866836,ls_first_valid,True,1821150198957866836,True,False,False,valid_list_complete,25,25,63,17,1,1,0,0,0,0,63,0.004696585005149245,0.2698412698412698
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t3,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,slip_8_3,True,63,0,3,1821150198957866836,ls_list_marginal_L2,True,1821150198957866836,True,False,False,valid_list_complete,57473,52211,63,63,3,2,2,126,8064,0,126,0.8082062300527468,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t3,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,slip_8_3,True,63,0,3,1821150198957866836,ls_list_marginal_L4,True,1821150198957866836,True,False,True,query_cap_before_list,60000,54451,63,63,4,3,3,189,12096,0,126,0.8932210080092773,1.0
PF64_DENSE_PHASE,PF64_DENSE_PHASE_c0_t3,64,48,0.75,dense,8.0,0.5,0.5,0.25,0.0,0.35,1.0,0.0,slip_8_3,True,63,0,3,1821150198957866836,ls_list_marginal_L8,True,1821150198957866836,True,False,True,query_cap_before_list,60000,54451,63,63,4,3,3,189,12096,0,126,0.8239896600134671,1.0
