case_id,code_replicate,n,k,redundancy,rate,family,transforms,max_collision_fraction,mean_collision_fraction,union_bound_random_transform_collision,full_invariance_count,dangerous_transform_count,orbit_safe
OA64_R8_SPARSE,1,64,56,8,0.875,sparse,93,0.0078125,0.0020161290322580645,0.1875,0,46,False
OA64_R8_SPARSE,2,64,56,8,0.875,sparse,93,0.0078125,0.0019321236559139785,0.1796875,0,44,False
OA64_R8_SPARSE,3,64,56,8,0.875,sparse,93,0.00390625,0.0020161290322580645,0.1875,0,48,False
OA64_R8_SPARSE,4,64,56,8,0.875,sparse,93,0.0078125,0.0018481182795698926,0.171875,0,34,False
OA64_R8_SPARSE,5,64,56,8,0.875,sparse,93,0.00390625,0.0020161290322580645,0.1875,0,48,False
OA64_R8_SPARSE,6,64,56,8,0.875,sparse,93,0.0078125,0.0020161290322580645,0.1875,0,24,False
OA64_R8_SPARSE,7,64,56,8,0.875,sparse,93,0.00390625,0.0019321236559139785,0.1796875,0,46,False
OA64_R8_SPARSE,8,64,56,8,0.875,sparse,93,0.015625,0.0021841397849462364,0.203125,0,40,False
OA64_R8_SPARSE,9,64,56,8,0.875,sparse,93,0.0078125,0.0019321236559139785,0.1796875,0,44,False
OA64_R8_SPARSE,10,64,56,8,0.875,sparse,93,0.015625,0.0025201612903225806,0.234375,0,46,False
OA64_R8_SPARSE,11,64,56,8,0.875,sparse,93,0.0078125,0.0020161290322580645,0.1875,0,36,False
OA64_R8_SPARSE,12,64,56,8,0.875,sparse,93,0.0078125,0.0021001344086021504,0.1953125,0,46,False
OA64_R8_SPARSE,13,64,56,8,0.875,sparse,93,0.0078125,0.0021001344086021504,0.1953125,0,48,False
OA64_R8_SPARSE,14,64,56,8,0.875,sparse,93,0.00390625,0.0018481182795698926,0.171875,0,44,False
OA64_R8_SPARSE,15,64,56,8,0.875,sparse,93,0.0078125,0.0021001344086021504,0.1953125,0,42,False
OA64_R8_SPARSE,16,64,56,8,0.875,sparse,93,0.0078125,0.0020161290322580645,0.1875,0,42,False
OA64_R8_SPARSE,17,64,56,8,0.875,sparse,93,1.0,0.012684811827956988,1.0,1,45,False
OA64_R8_SPARSE,18,64,56,8,0.875,sparse,93,0.015625,0.0021841397849462364,0.203125,0,44,False
OA64_R8_SPARSE,19,64,56,8,0.875,sparse,93,0.0078125,0.0018481182795698926,0.171875,0,38,False
OA64_R8_SPARSE,20,64,56,8,0.875,sparse,93,1.0,0.012684811827956988,1.0,1,39,False
OA64_R8_SPARSE,21,64,56,8,0.875,sparse,93,0.0078125,0.0021001344086021504,0.1953125,0,44,False
OA64_R8_SPARSE,22,64,56,8,0.875,sparse,93,0.00390625,0.0020161290322580645,0.1875,0,48,False
OA64_R8_SPARSE,23,64,56,8,0.875,sparse,93,0.0078125,0.0018481182795698926,0.171875,0,42,False
OA64_R8_SPARSE,24,64,56,8,0.875,sparse,93,0.015625,0.0023521505376344087,0.21875,0,46,False
OA64_R8_SPARSE,25,64,56,8,0.875,sparse,93,0.0078125,0.0019321236559139785,0.1796875,0,44,False
OA64_R8_SPARSE,26,64,56,8,0.875,sparse,93,0.0078125,0.0016801075268817205,0.15625,0,36,False
OA64_R8_SPARSE,27,64,56,8,0.875,sparse,93,0.00390625,0.0015961021505376345,0.1484375,0,38,False
OA64_R8_SPARSE,28,64,56,8,0.875,sparse,93,0.0078125,0.0021001344086021504,0.1953125,0,46,False
OA64_R8_SPARSE,29,64,56,8,0.875,sparse,93,0.00390625,0.0016801075268817205,0.15625,0,40,False
OA64_R16_DENSE,0,64,48,16,0.75,dense,93,0.000244140625,1.3782132056451613e-05,0.00128173828125,0,0,True
OA64_R16_DENSE,1,64,48,16,0.75,dense,93,1.52587890625e-05,4.5940440188172045e-06,0.00042724609375,0,0,True
OA64_R16_DENSE,2,64,48,16,0.75,dense,93,1.52587890625e-05,4.92219002016129e-06,0.000457763671875,0,0,True
OA64_R16_DENSE,3,64,48,16,0.75,dense,93,3.0517578125e-05,5.250336021505377e-06,0.00048828125,0,0,True
OA64_R16_DENSE,4,64,48,16,0.75,dense,93,3.0517578125e-05,5.5784820228494625e-06,0.000518798828125,0,0,True
OA64_R16_DENSE,5,64,48,16,0.75,dense,93,6.103515625e-05,7.219212029569893e-06,0.00067138671875,0,0,True
OA64_R16_DENSE,6,64,48,16,0.75,dense,93,1.52587890625e-05,5.250336021505377e-06,0.00048828125,0,0,True
OA64_R16_DENSE,7,64,48,16,0.75,dense,93,3.0517578125e-05,6.5629200268817205e-06,0.0006103515625,0,0,True
OA64_R16_DENSE,8,64,48,16,0.75,dense,93,0.000244140625,1.148511004704301e-05,0.001068115234375,0,0,True
OA64_R16_DENSE,9,64,48,16,0.75,dense,93,0.00048828125,1.4766570060483871e-05,0.001373291015625,0,0,True
OA64_R16_DENSE,10,64,48,16,0.75,dense,93,3.0517578125e-05,5.250336021505377e-06,0.00048828125,0,0,True
OA64_R16_DENSE,11,64,48,16,0.75,dense,93,3.0517578125e-05,5.5784820228494625e-06,0.000518798828125,0,0,True
OA64_R16_DENSE,12,64,48,16,0.75,dense,93,1.52587890625e-05,4.92219002016129e-06,0.000457763671875,0,0,True
OA64_R16_DENSE,13,64,48,16,0.75,dense,93,1.52587890625e-05,5.250336021505377e-06,0.00048828125,0,0,True
OA64_R16_DENSE,14,64,48,16,0.75,dense,93,0.0001220703125,8.531796034946236e-06,0.00079345703125,0,0,True
OA64_R16_DENSE,15,64,48,16,0.75,dense,93,0.000244140625,1.3453986055107527e-05,0.001251220703125,0,0,True
OA64_R16_DENSE,16,64,48,16,0.75,dense,93,1.52587890625e-05,5.250336021505377e-06,0.00048828125,0,0,True
OA64_R16_DENSE,17,64,48,16,0.75,dense,93,0.0001220703125,1.0172526041666666e-05,0.000946044921875,0,0,True
OA64_R16_DENSE,18,64,48,16,0.75,dense,93,1.52587890625e-05,4.92219002016129e-06,0.000457763671875,0,0,True
OA64_R16_DENSE,19,64,48,16,0.75,dense,93,3.0517578125e-05,5.906628024193548e-06,0.00054931640625,0,0,True
OA64_R16_DENSE,20,64,48,16,0.75,dense,93,3.0517578125e-05,5.906628024193548e-06,0.00054931640625,0,0,True
OA64_R16_DENSE,21,64,48,16,0.75,dense,93,0.0001220703125,8.531796034946236e-06,0.00079345703125,0,0,True
OA64_R16_DENSE,22,64,48,16,0.75,dense,93,0.0001220703125,8.531796034946236e-06,0.00079345703125,0,0,True
OA64_R16_DENSE,23,64,48,16,0.75,dense,93,0.00048828125,1.64073000672043e-05,0.00152587890625,0,0,True
OA64_R16_DENSE,24,64,48,16,0.75,dense,93,1.52587890625e-05,5.250336021505377e-06,0.00048828125,0,0,True
OA64_R16_DENSE,25,64,48,16,0.75,dense,93,0.0001220703125,8.531796034946236e-06,0.00079345703125,0,0,True
OA64_R16_DENSE,26,64,48,16,0.75,dense,93,1.52587890625e-05,5.250336021505377e-06,0.00048828125,0,0,True
OA64_R16_DENSE,27,64,48,16,0.75,dense,93,0.000244140625,9.84438004032258e-06,0.00091552734375,0,0,True
OA64_R16_DENSE,28,64,48,16,0.75,dense,93,3.0517578125e-05,6.234774025537635e-06,0.000579833984375,0,0,True
OA64_R16_DENSE,29,64,48,16,0.75,dense,93,3.0517578125e-05,5.250336021505377e-06,0.00048828125,0,0,True
OA64_R16_SPARSE,0,64,48,16,0.75,sparse,93,1.52587890625e-05,4.92219002016129e-06,0.000457763671875,0,0,True
OA64_R16_SPARSE,1,64,48,16,0.75,sparse,93,1.52587890625e-05,4.265898017473118e-06,0.000396728515625,0,0,True
OA64_R16_SPARSE,2,64,48,16,0.75,sparse,93,1.52587890625e-05,3.6096060147849464e-06,0.000335693359375,0,0,True
OA64_R16_SPARSE,3,64,48,16,0.75,sparse,93,1.52587890625e-05,2.6251680107526884e-06,0.000244140625,0,0,True
OA64_R16_SPARSE,4,64,48,16,0.75,sparse,93,1.52587890625e-05,4.265898017473118e-06,0.000396728515625,0,0,True
OA64_R16_SPARSE,5,64,48,16,0.75,sparse,93,0.0001220703125,1.0172526041666666e-05,0.000946044921875,0,0,True
OA64_R16_SPARSE,6,64,48,16,0.75,sparse,93,3.0517578125e-05,5.250336021505377e-06,0.00048828125,0,0,True
OA64_R16_SPARSE,7,64,48,16,0.75,sparse,93,3.0517578125e-05,5.5784820228494625e-06,0.000518798828125,0,0,True
OA64_R16_SPARSE,8,64,48,16,0.75,sparse,93,3.0517578125e-05,5.250336021505377e-06,0.00048828125,0,0,True
OA64_R16_SPARSE,9,64,48,16,0.75,sparse,93,6.103515625e-05,8.20365003360215e-06,0.000762939453125,0,0,True
OA64_R16_SPARSE,10,64,48,16,0.75,sparse,93,3.0517578125e-05,5.250336021505377e-06,0.00048828125,0,0,True
OA64_R16_SPARSE,11,64,48,16,0.75,sparse,93,3.0517578125e-05,5.5784820228494625e-06,0.000518798828125,0,0,True
OA64_R16_SPARSE,12,64,48,16,0.75,sparse,93,3.0517578125e-05,5.250336021505377e-06,0.00048828125,0,0,True
OA64_R16_SPARSE,13,64,48,16,0.75,sparse,93,1.52587890625e-05,4.265898017473118e-06,0.000396728515625,0,0,True
OA64_R16_SPARSE,14,64,48,16,0.75,sparse,93,6.103515625e-05,7.219212029569893e-06,0.00067138671875,0,0,True
OA64_R16_SPARSE,15,64,48,16,0.75,sparse,93,1.52587890625e-05,4.5940440188172045e-06,0.00042724609375,0,0,True
OA64_R16_SPARSE,16,64,48,16,0.75,sparse,93,3.0517578125e-05,5.5784820228494625e-06,0.000518798828125,0,0,True
OA64_R16_SPARSE,17,64,48,16,0.75,sparse,93,1.52587890625e-05,2.953314012096774e-06,0.000274658203125,0,0,True
OA64_R16_SPARSE,18,64,48,16,0.75,sparse,93,6.103515625e-05,6.234774025537635e-06,0.000579833984375,0,0,True
OA64_R16_SPARSE,19,64,48,16,0.75,sparse,93,0.0001220703125,1.0172526041666666e-05,0.000946044921875,0,0,True
OA64_R16_SPARSE,20,64,48,16,0.75,sparse,93,6.103515625e-05,6.891066028225806e-06,0.000640869140625,0,0,True
OA64_R16_SPARSE,21,64,48,16,0.75,sparse,93,3.0517578125e-05,5.5784820228494625e-06,0.000518798828125,0,0,True
OA64_R16_SPARSE,22,64,48,16,0.75,sparse,93,1.52587890625e-05,4.5940440188172045e-06,0.00042724609375,0,0,True
OA64_R16_SPARSE,23,64,48,16,0.75,sparse,93,3.0517578125e-05,4.5940440188172045e-06,0.00042724609375,0,0,True
OA64_R16_SPARSE,24,64,48,16,0.75,sparse,93,1.52587890625e-05,4.92219002016129e-06,0.000457763671875,0,0,True
OA64_R16_SPARSE,25,64,48,16,0.75,sparse,93,0.0001220703125,9.516234038978495e-06,0.000885009765625,0,0,True
OA64_R16_SPARSE,26,64,48,16,0.75,sparse,93,1.52587890625e-05,3.937752016129032e-06,0.0003662109375,0,0,True
OA64_R16_SPARSE,27,64,48,16,0.75,sparse,93,6.103515625e-05,6.891066028225806e-06,0.000640869140625,0,0,True
OA64_R16_SPARSE,28,64,48,16,0.75,sparse,93,1.52587890625e-05,3.6096060147849464e-06,0.000335693359375,0,0,True
OA64_R16_SPARSE,29,64,48,16,0.75,sparse,93,3.0517578125e-05,4.92219002016129e-06,0.000457763671875,0,0,True
OA128_R16_DENSE,0,128,112,16,0.875,dense,189,1.52587890625e-05,7.750496031746031e-06,0.00146484375,0,0,True
OA128_R16_DENSE,1,128,112,16,0.875,dense,189,1.52587890625e-05,7.589027364417989e-06,0.001434326171875,0,0,True
OA128_R16_DENSE,2,128,112,16,0.875,dense,189,3.0517578125e-05,8.073433366402116e-06,0.00152587890625,0,0,True
OA128_R16_DENSE,3,128,112,16,0.875,dense,189,0.000244140625,1.0656932043650793e-05,0.00201416015625,0,0,True
OA128_R16_DENSE,4,128,112,16,0.875,dense,189,6.103515625e-05,8.3963707010582e-06,0.0015869140625,0,0,True
OA128_R16_DENSE,5,128,112,16,0.875,dense,189,3.0517578125e-05,8.073433366402116e-06,0.00152587890625,0,0,True
OA128_R16_DENSE,6,128,112,16,0.875,dense,189,3.0517578125e-05,8.073433366402116e-06,0.00152587890625,0,0,True
OA128_R16_DENSE,7,128,112,16,0.875,dense,189,3.0517578125e-05,7.750496031746031e-06,0.00146484375,0,0,True
OA128_R16_DENSE,8,128,112,16,0.875,dense,189,0.001953125,2.8741422784391533e-05,0.00543212890625,0,2,False
OA128_R16_DENSE,9,128,112,16,0.875,dense,189,3.0517578125e-05,8.234902033730158e-06,0.001556396484375,0,0,True
OA128_R16_DENSE,10,128,112,16,0.875,dense,189,3.0517578125e-05,7.750496031746031e-06,0.00146484375,0,0,True
OA128_R16_DENSE,11,128,112,16,0.875,dense,189,6.103515625e-05,8.234902033730158e-06,0.001556396484375,0,0,True
OA128_R16_DENSE,12,128,112,16,0.875,dense,189,3.0517578125e-05,8.073433366402116e-06,0.00152587890625,0,0,True
OA128_R16_DENSE,13,128,112,16,0.875,dense,189,0.000244140625,1.0656932043650793e-05,0.00201416015625,0,0,True
OA128_R16_DENSE,14,128,112,16,0.875,dense,189,6.103515625e-05,8.719308035714285e-06,0.00164794921875,0,0,True
OA128_R16_DENSE,15,128,112,16,0.875,dense,189,3.0517578125e-05,7.911964699074074e-06,0.001495361328125,0,0,True
OA128_R16_DENSE,16,128,112,16,0.875,dense,189,1.52587890625e-05,7.266090029761904e-06,0.001373291015625,0,0,True
OA128_R16_DENSE,17,128,112,16,0.875,dense,189,0.0001220703125,9.04224537037037e-06,0.001708984375,0,0,True
OA128_R16_DENSE,18,128,112,16,0.875,dense,189,3.0517578125e-05,7.750496031746031e-06,0.00146484375,0,0,True
OA128_R16_DENSE,19,128,112,16,0.875,dense,189,1.52587890625e-05,7.750496031746031e-06,0.00146484375,0,0,True
OA128_R16_SPARSE,0,128,112,16,0.875,sparse,189,3.0517578125e-05,7.911964699074074e-06,0.001495361328125,0,0,True
OA128_R16_SPARSE,1,128,112,16,0.875,sparse,189,3.0517578125e-05,7.750496031746031e-06,0.00146484375,0,0,True
OA128_R16_SPARSE,2,128,112,16,0.875,sparse,189,1.52587890625e-05,7.589027364417989e-06,0.001434326171875,0,0,True
OA128_R16_SPARSE,3,128,112,16,0.875,sparse,189,1.52587890625e-05,7.589027364417989e-06,0.001434326171875,0,0,True
OA128_R16_SPARSE,4,128,112,16,0.875,sparse,189,6.103515625e-05,7.589027364417989e-06,0.001434326171875,0,0,True
OA128_R16_SPARSE,5,128,112,16,0.875,sparse,189,3.0517578125e-05,7.750496031746031e-06,0.00146484375,0,0,True
OA128_R16_SPARSE,6,128,112,16,0.875,sparse,189,1.52587890625e-05,7.427558697089947e-06,0.00140380859375,0,0,True
OA128_R16_SPARSE,7,128,112,16,0.875,sparse,189,1.52587890625e-05,7.266090029761904e-06,0.001373291015625,0,0,True
OA128_R16_SPARSE,8,128,112,16,0.875,sparse,189,3.0517578125e-05,7.750496031746031e-06,0.00146484375,0,0,True
OA128_R16_SPARSE,9,128,112,16,0.875,sparse,189,3.0517578125e-05,7.589027364417989e-06,0.001434326171875,0,0,True
OA128_R16_SPARSE,10,128,112,16,0.875,sparse,189,3.0517578125e-05,7.427558697089947e-06,0.00140380859375,0,0,True
OA128_R16_SPARSE,11,128,112,16,0.875,sparse,189,6.103515625e-05,8.3963707010582e-06,0.0015869140625,0,0,True
OA128_R16_SPARSE,12,128,112,16,0.875,sparse,189,1.52587890625e-05,6.458746693121693e-06,0.001220703125,0,0,True
OA128_R16_SPARSE,13,128,112,16,0.875,sparse,189,1.52587890625e-05,6.94315269510582e-06,0.001312255859375,0,0,True
OA128_R16_SPARSE,14,128,112,16,0.875,sparse,189,3.0517578125e-05,7.589027364417989e-06,0.001434326171875,0,0,True
OA128_R16_SPARSE,15,128,112,16,0.875,sparse,189,1.52587890625e-05,7.427558697089947e-06,0.00140380859375,0,0,True
OA128_R16_SPARSE,16,128,112,16,0.875,sparse,189,6.103515625e-05,8.3963707010582e-06,0.0015869140625,0,0,True
OA128_R16_SPARSE,17,128,112,16,0.875,sparse,189,3.0517578125e-05,7.104621362433862e-06,0.0013427734375,0,0,True
OA128_R16_SPARSE,18,128,112,16,0.875,sparse,189,3.0517578125e-05,9.849588707010581e-06,0.001861572265625,0,0,True
OA128_R16_SPARSE,19,128,112,16,0.875,sparse,189,1.52587890625e-05,6.94315269510582e-06,0.001312255859375,0,0,True
OA128_R24_DENSE,0,128,104,24,0.8125,dense,189,2.384185791015625e-07,2.5229479270006612e-08,4.76837158203125e-06,0,0,True
OA128_R24_DENSE,1,128,104,24,0.8125,dense,189,1.1920928955078125e-07,2.6490953233506943e-08,5.0067901611328125e-06,0,0,True
OA128_R24_DENSE,2,128,104,24,0.8125,dense,189,4.76837158203125e-07,3.342906003275876e-08,6.318092346191406e-06,0,0,True
OA128_R24_DENSE,3,128,104,24,0.8125,dense,189,1.1920928955078125e-07,2.838316417875744e-08,5.364418029785156e-06,0,0,True
OA128_R24_DENSE,4,128,104,24,0.8125,dense,189,5.960464477539063e-08,2.5229479270006612e-08,4.76837158203125e-06,0,0,True
OA128_R24_DENSE,5,128,104,24,0.8125,dense,189,2.384185791015625e-07,2.7121690215257108e-08,5.125999450683594e-06,0,0,True
OA128_R24_DENSE,6,128,104,24,0.8125,dense,189,2.384185791015625e-07,2.7752427197007274e-08,5.245208740234375e-06,0,0,True
OA128_R24_DENSE,7,128,104,24,0.8125,dense,189,9.5367431640625e-07,3.595200795975942e-08,6.794929504394531e-06,0,0,True
