n,symbols,apparent_hamming_weight,apparent_error_fraction,hard_grand_log2_rank_lower_bound,latent_family_size,latent_family_log2_size,log2_coordinate_separation_lower_bound,case_id,family,k,rate,code_replicate,trial_id,location_label,location_fraction,tau,direction
32,16,8,0.25,22.106253975668807,31,4.954196310386875,17.15205766528193,R32_DENSE,dense,24,0.75,2,174,middle,0.5,8,1
32,16,8,0.25,22.106253975668807,31,4.954196310386875,17.15205766528193,R32_DENSE,dense,24,0.75,2,175,middle,0.5,8,3
32,16,8,0.25,22.106253975668807,31,4.954196310386875,17.15205766528193,R32_DENSE,dense,24,0.75,2,176,middle,0.5,8,3
32,16,8,0.25,22.106253975668807,31,4.954196310386875,17.15205766528193,R32_DENSE,dense,24,0.75,2,177,middle,0.5,8,1
32,16,8,0.25,22.106253975668807,31,4.954196310386875,17.15205766528193,R32_DENSE,dense,24,0.75,2,178,middle,0.5,8,1
32,16,8,0.25,22.106253975668807,31,4.954196310386875,17.15205766528193,R32_DENSE,dense,24,0.75,2,179,middle,0.5,8,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,180,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,181,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,182,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,183,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,184,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,185,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,186,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,187,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,188,early,0.15,5,3
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,189,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,190,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,191,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,192,early,0.15,5,1
64,32,27,0.421875,60.432043584004084,63,5.977279923499917,54.45476366050417,R64_DENSE,dense,56,0.875,0,193,early,0.15,5,3
